Periodo,Nombre del Alumno,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Subject 6,Subject 7,Subject 8,Subject 9,Subject 10,Subject 11,Subject 12
2,Student 22 3B,15,76,16,68,80,59,9,44,62,57,36,66
2,Student 23 3B,10,18,51,48,53,17,3,4,72,25,57,81
2,Student 24 3B,96,7,86,31,9,76,82,81,22,31,87,80
2,Student 25 3B,73,74,62,39,14,57,19,32,88,43,65,25
2,Student 26 3B,35,19,60,89,40,11,79,73,89,57,27,52
2,Student 27 3B,20,62,29,44,8,55,43,1,99,59,33,27
2,Student 28 3B,25,5,96,65,69,50,4,77,23,71,62,22
2,Student 29 3B,34,18,92,64,10,11,15,43,53,60,48,3
2,Student 30 3B,46,45,32,75,70,99,57,16,17,29,80,39
2,Student 31 3B,14,70,9,59,60,6,71,90,72,89,47,31
2,Student 32 3B,28,44,39,57,60,14,24,35,93,94,15,25
2,Student 33 3B,25,7,53,68,77,38,21,26,88,40,25,18
2,Student 34 3B,75,69,48,76,100,48,44,91,22,30,51,89
2,Student 35 3B,33,82,13,71,3,7,51,41,100,16,67,22
2,Student 36 3B,66,43,46,39,19,17,75,97,9,38,56,62
2,Student 37 3B,2,16,5,91,37,12,71,49,14,66,15,100
2,Student 38 3B,56,52,65,6,59,72,83,52,76,43,5,92
2,Student 39 3B,66,27,85,94,83,34,45,89,5,7,56,43
2,Student 40 3B,94,84,98,40,74,26,39,88,84,34,32,82
2,Student 41 3B,11,18,67,97,9,1,18,74,15,73,58,43
2,Student 42 3B,66,50,50,38,2,97,32,27,16,61,63,99
2,Student 43 3B,30,64,19,36,30,90,86,71,53,28,8,25
2,Student 44 3B,96,65,73,19,45,88,33,63,6,36,23,97
2,Student 45 3B,39,13,30,26,9,7,63,21,83,3,24,84
2,Student 46 3B,88,33,94,3,1,29,68,19,96,46,10,50
2,Student 47 3B,87,85,47,34,57,54,89,72,60,15,1,58
2,Student 48 3B,3,66,71,74,27,22,86,42,61,13,83,15
2,Student 49 3B,64,7,42,60,18,90,11,89,93,69,43,87
2,Student 50 3B,92,70,7,17,71,37,63,62,75,95,91,12
2,Student 1 4A,83,57,68,2,0,90,46,52,71,42,91,82
2,Student 2 4A,30,57,69,42,65,14,29,58,80,62,5,71
2,Student 3 4A,9,100,99,54,23,89,62,81,66,36,83,50
2,Student 4 4A,21,96,89,75,44,53,99,13,64,27,30,46
2,Student 5 4A,7,11,56,35,59,35,8,67,67,40,65,18
2,Student 6 4A,5,16,77,78,86,53,55,43,25,45,28,64
2,Student 7 4A,82,20,65,31,81,38,35,7,2,56,75,12
2,Student 8 4A,47,98,44,7,58,26,21,18,84,69,2,12
2,Student 9 4A,0,78,27,65,82,91,3,44,46,54,81,22
2,Student 10 4A,52,73,56,5,98,5,46,17,34,70,72,91
2,Student 11 4A,33,16,97,35,96,69,83,89,35,56,37,3
2,Student 12 4A,69,10,14,61,46,60,14,17,72,59,99,9
2,Student 13 4A,59,58,82,22,3,100,85,45,48,87,14,17
2,Student 14 4A,68,19,87,85,0,14,33,11,84,76,49,83
2,Student 15 4A,4,80,46,91,96,1,24,76,55,16,47,20
2,Student 16 4A,77,70,46,35,56,46,96,58,99,13,21,73
2,Student 17 4A,79,20,3,87,87,72,14,2,8,53,74,56
2,Student 18 4A,72,54,40,4,31,75,18,24,29,54,83,62
2,Student 19 4A,88,3,16,41,84,4,67,86,65,73,9,79
2,Student 20 4A,72,48,98,17,0,11,81,22,95,38,16,14
2,Student 21 4A,87,52,27,36,90,6,69,99,6,43,26,63
2,Student 22 4A,37,44,44,22,47,5,97,1,53,62,69,46
2,Student 23 4A,58,61,38,53,37,52,38,91,56,48,38,18
2,Student 24 4A,82,70,79,22,39,27,89,13,43,73,46,3
2,Student 25 4A,93,50,91,95,66,99,46,70,57,75,88,91
2,Student 26 4A,27,15,59,55,100,35,19,27,15,85,94,34
2,Student 27 4A,17,95,85,47,39,27,28,78,80,90,69,32
2,Student 28 4A,8,70,42,25,84,50,82,21,47,96,92,90
2,Student 29 4A,95,65,86,21,41,36,66,85,64,52,6,7
2,Student 30 4A,0,22,65,90,100,91,59,59,62,95,50,1
2,Student 31 4A,39,55,17,56,83,89,26,48,0,100,93,78
2,Student 32 4A,60,41,76,41,50,41,88,91,72,48,92,15
2,Student 33 4A,60,36,88,76,13,18,51,96,19,53,96,6
2,Student 34 4A,35,41,65,15,9,26,61,79,98,94,61,41
2,Student 35 4A,44,10,37,83,41,88,66,66,28,29,24,74
2,Student 36 4A,64,26,95,73,0,29,7,55,77,34,57,36
2,Student 37 4A,95,47,99,94,85,62,82,98,12,70,59,27
2,Student 38 4A,3,9,88,13,58,48,13,9,14,37,42,94
2,Student 39 4A,93,98,26,91,6,37,94,71,12,45,47,80
2,Student 40 4A,9,55,3,96,47,66,0,42,77,99,85,4
2,Student 41 4A,20,87,24,66,28,92,35,6,2,50,90,34
2,Student 42 4A,11,37,50,12,60,12,8,74,57,47,65,64
2,Student 43 4A,23,90,1,24,67,56,38,3,85,14,83,76
2,Student 44 4A,70,69,49,17,65,3,20,60,98,2,28,44
2,Student 45 4A,96,37,9,75,44,32,43,64,95,56,44,65
2,Student 46 4A,75,96,59,98,45,87,94,60,72,20,43,66
2,Student 47 4A,33,66,15,0,44,5,91,89,12,39,93,93
2,Student 48 4A,84,55,51,37,46,32,23,55,60,100,41,23
2,Student 49 4A,33,62,7,23,95,88,34,25,32,41,52,77
2,Student 50 4A,31,76,31,77,20,75,99,51,18,28,18,24
2,Student 1 4B,66,40,70,1,20,55,60,77,46,40,85,4
2,Student 2 4B,3,39,51,9,97,9,6,29,21,48,64,36
2,Student 3 4B,14,54,2,31,34,75,17,25,34,44,81,34
2,Student 4 4B,65,54,37,69,3,70,100,71,75,99,7,70
2,Student 5 4B,96,39,44,54,11,31,6,7,22,2,100,28
2,Student 6 4B,11,0,69,69,44,50,34,46,100,98,53,61
2,Student 7 4B,73,4,8,11,7,99,69,9,10,68,58,61
2,Student 8 4B,37,31,5,91,33,63,24,78,27,55,72,98
2,Student 9 4B,75,97,90,56,56,81,18,74,93,35,20,93
2,Student 10 4B,72,19,2,48,77,49,55,82,20,62,88,61
2,Student 11 4B,88,14,72,10,81,87,36,36,11,87,89,100
2,Student 12 4B,13,74,57,38,53,68,89,53,88,88,6,63
2,Student 13 4B,41,18,91,15,49,73,10,47,2,56,11,26
2,Student 14 4B,82,33,91,66,64,98,69,67,89,19,53,36
2,Student 15 4B,70,84,60,38,50,41,88,72,65,23,16,43
2,Student 16 4B,56,71,29,18,83,32,39,93,21,94,31,98
2,Student 17 4B,90,71,71,94,39,72,65,6,91,89,11,23
2,Student 18 4B,97,44,47,41,72,96,53,3,92,54,16,54
2,Student 19 4B,6,0,0,53,1,30,11,82,44,97,54,7
2,Student 20 4B,53,34,0,32,43,28,26,51,36,58,22,65
2,Student 21 4B,68,84,34,55,66,53,34,61,63,84,83,68
2,Student 22 4B,32,98,92,91,84,45,83,56,18,16,81,81
2,Student 23 4B,47,53,10,32,47,19,79,66,45,100,88,40
2,Student 24 4B,57,15,93,74,99,71,98,95,72,94,90,9
2,Student 25 4B,28,87,73,53,32,39,15,9,99,41,77,35
2,Student 26 4B,55,48,73,57,54,51,93,44,70,62,61,42
2,Student 27 4B,52,45,78,96,47,12,36,45,49,54,95,72
2,Student 28 4B,33,41,61,62,57,30,27,53,64,34,56,25
2,Student 29 4B,78,63,22,34,27,82,87,89,64,91,2,35
2,Student 30 4B,15,79,88,95,44,60,13,16,40,97,37,64
2,Student 31 4B,76,1,71,92,6,31,40,6,1,20,13,46
2,Student 32 4B,98,14,37,42,57,54,17,16,91,33,51,85
2,Student 33 4B,100,47,94,55,19,45,80,20,26,86,76,89
2,Student 34 4B,32,77,47,97,26,72,29,21,45,2,5,47
2,Student 35 4B,77,97,38,9,7,74,44,95,40,99,70,55
2,Student 36 4B,41,1,69,83,87,4,52,84,84,32,93,1
2,Student 37 4B,4,81,75,14,41,0,43,61,59,76,77,98
2,Student 38 4B,9,68,68,37,36,98,31,36,39,1,40,96
2,Student 39 4B,70,72,48,22,14,36,76,95,77,89,3,14
2,Student 40 4B,63,28,95,27,73,68,24,8,64,66,91,81
2,Student 41 4B,13,100,33,23,11,21,36,9,99,72,73,80
2,Student 42 4B,47,39,93,47,47,9,39,39,31,15,28,53
2,Student 43 4B,89,54,54,42,52,40,28,58,98,78,11,25
2,Student 44 4B,69,23,7,19,55,26,82,73,52,12,80,99
2,Student 45 4B,45,34,94,99,5,22,47,44,22,54,78,30
2,Student 46 4B,50,14,43,19,86,53,18,81,28,31,25,23
2,Student 47 4B,74,85,80,15,55,86,36,38,23,78,71,1
2,Student 48 4B,6,56,96,27,33,9,83,12,41,21,86,1
2,Student 49 4B,95,14,26,43,45,22,85,43,94,59,19,93
2,Student 50 4B,56,96,93,28,87,48,43,22,92,73,11,74
2,Student 1 5A,13,88,79,25,41,83,91,8,65,82,97,10
2,Student 2 5A,0,4,19,51,35,89,28,44,96,59,24,96
2,Student 3 5A,27,51,90,40,56,59,23,81,67,46,19,10
2,Student 4 5A,43,71,4,76,55,0,69,60,98,33,79,54
2,Student 5 5A,96,9,8,51,35,25,1,47,45,15,42,95
2,Student 6 5A,79,30,69,95,50,67,69,52,83,99,42,46
2,Student 7 5A,24,89,70,70,85,78,89,14,85,1,49,50
2,Student 8 5A,77,67,75,69,67,87,28,90,80,1,91,93
2,Student 9 5A,19,3,26,42,39,27,54,86,54,34,35,5
2,Student 10 5A,79,57,8,21,73,51,71,6,88,41,9,35
2,Student 11 5A,6,77,94,31,6,18,87,85,38,42,83,55
2,Student 12 5A,2,39,20,18,24,5,100,72,87,30,42,88
2,Student 13 5A,32,25,21,100,26,4,74,2,52,13,19,12
2,Student 14 5A,28,39,68,98,21,67,38,91,1,85,23,86
2,Student 15 5A,65,29,63,39,76,74,60,88,16,55,11,32
2,Student 16 5A,98,55,80,8,34,78,20,51,76,27,36,48
2,Student 17 5A,13,30,19,96,65,13,61,96,11,16,67,75
2,Student 18 5A,77,11,17,13,71,51,59,14,25,49,98,11
2,Student 19 5A,6,71,75,69,16,80,88,69,40,67,18,36
2,Student 20 5A,75,45,28,63,67,88,1,32,17,71,86,39
2,Student 21 5A,44,38,95,54,83,30,29,66,39,3,90,82
2,Student 22 5A,2,79,50,71,30,94,85,1,76,3,39,83
2,Student 23 5A,72,44,1,6,57,38,78,76,66,28,78,77
2,Student 24 5A,49,74,80,74,79,7,64,5,73,60,6,52
2,Student 25 5A,4,24,77,89,58,97,62,53,80,68,58,61
2,Student 26 5A,48,54,13,69,43,84,38,24,93,18,90,87
2,Student 27 5A,77,73,38,67,2,70,95,36,33,45,58,60
2,Student 28 5A,85,79,22,100,81,73,85,39,94,35,60,42
2,Student 29 5A,77,5,21,64,33,50,23,79,87,3,26,68
2,Student 30 5A,3,34,25,64,6,43,98,77,23,1,64,18
2,Student 31 5A,39,85,100,40,0,36,90,73,28,40,87,74
2,Student 32 5A,62,6,1,29,20,22,63,89,91,49,47,65
2,Student 33 5A,31,8,5,11,63,63,2,2,64,73,26,91
2,Student 34 5A,59,2,72,84,47,56,91,71,0,87,30,97
2,Student 35 5A,20,21,4,88,73,93,96,100,47,30,10,15
2,Student 36 5A,26,75,22,2,97,23,40,72,49,60,76,4
2,Student 37 5A,80,15,65,22,68,19,25,21,26,12,68,62
2,Student 38 5A,78,28,21,16,38,84,61,0,71,45,36,67
2,Student 39 5A,62,87,17,44,63,46,84,47,1,77,82,99
2,Student 40 5A,34,16,57,56,65,28,49,57,23,51,32,79
2,Student 41 5A,83,71,80,30,68,16,49,17,6,10,25,58
2,Student 42 5A,93,41,62,33,54,44,57,81,18,19,76,73
2,Student 43 5A,91,67,63,67,49,49,88,5,13,52,73,31
2,Student 44 5A,98,98,42,29,76,88,84,2,4,82,88,77
2,Student 45 5A,52,80,99,51,94,36,39,66,100,52,92,78
2,Student 46 5A,1,18,14,27,92,1,80,22,26,47,62,53
2,Student 47 5A,40,60,78,57,56,73,40,91,24,70,66,3
2,Student 48 5A,31,96,88,23,84,56,72,88,41,65,100,41
2,Student 49 5A,54,22,99,5,84,48,29,50,9,65,11,82
2,Student 50 5A,54,51,32,64,58,30,59,24,64,41,54,1
2,Student 1 5B,62,28,56,6,87,5,51,35,60,2,49,22
2,Student 2 5B,75,53,29,31,52,50,10,36,89,69,34,92
2,Student 3 5B,4,89,50,9,86,26,69,17,14,62,94,18
2,Student 4 5B,7,65,33,94,97,26,81,88,41,24,0,23
2,Student 5 5B,25,40,4,68,19,40,27,30,70,27,83,68
2,Student 6 5B,97,35,98,48,99,15,56,70,43,49,76,98
2,Student 7 5B,57,62,9,67,2,37,19,18,40,99,51,52
2,Student 8 5B,64,58,33,68,17,14,88,100,64,75,33,31
2,Student 9 5B,53,92,95,52,89,2,69,33,21,74,16,28
2,Student 10 5B,5,3,7,83,45,36,71,37,79,73,66,13
2,Student 11 5B,11,30,4,58,85,45,64,60,31,34,11,27
2,Student 12 5B,94,63,37,78,12,54,59,59,19,23,7,53
2,Student 13 5B,66,15,72,86,70,50,92,42,51,29,43,11
2,Student 14 5B,65,40,34,97,95,32,5,62,42,90,41,60
2,Student 15 5B,71,40,33,45,64,48,67,75,96,97,86,27
2,Student 16 5B,53,16,20,99,50,69,42,36,85,98,70,77
2,Student 17 5B,78,44,76,95,79,2,82,47,99,54,55,26
2,Student 18 5B,10,14,64,31,20,57,14,58,4,74,49,96
2,Student 19 5B,41,49,59,35,73,3,99,17,26,29,5,15
2,Student 20 5B,33,99,62,69,90,27,36,42,51,23,69,91
2,Student 21 5B,21,59,32,45,83,82,0,3,66,27,90,4
2,Student 22 5B,26,90,99,43,66,36,11,69,34,46,23,66
2,Student 23 5B,35,96,61,96,59,94,27,57,98,69,53,62
2,Student 24 5B,31,4,70,9,62,55,30,78,68,85,23,98
2,Student 25 5B,90,16,70,86,67,76,40,91,63,72,30,71
2,Student 26 5B,65,49,38,29,32,32,74,15,91,23,60,47
2,Student 27 5B,63,4,32,100,90,76,52,34,51,22,69,61
2,Student 28 5B,49,74,93,46,5,13,63,54,23,97,77,54
2,Student 29 5B,26,44,80,91,55,44,0,54,58,83,75,99
2,Student 30 5B,45,27,26,96,73,10,34,91,13,77,28,1
2,Student 31 5B,50,91,31,98,39,85,89,35,73,69,31,18
2,Student 32 5B,63,62,43,9,51,46,9,3,88,5,38,95
2,Student 33 5B,48,53,94,35,20,33,12,12,92,68,64,12
2,Student 34 5B,37,14,79,64,42,27,67,78,65,40,85,65
2,Student 35 5B,72,8,86,61,100,73,20,21,91,16,17,89
2,Student 36 5B,59,89,65,81,38,76,92,6,88,40,67,69
2,Student 37 5B,16,67,64,56,16,47,88,42,50,81,55,41
2,Student 38 5B,48,60,16,71,48,83,90,100,20,27,39,16
2,Student 39 5B,68,5,1,81,21,93,22,31,70,41,97,12
2,Student 40 5B,9,12,25,89,60,10,2,39,12,96,97,59
2,Student 41 5B,88,14,27,86,9,61,25,20,15,18,6,13
2,Student 42 5B,69,91,26,73,82,61,43,28,55,81,63,36
2,Student 43 5B,90,81,34,96,16,84,80,34,84,52,39,54
2,Student 44 5B,77,38,22,2,90,56,61,14,72,13,69,0
2,Student 45 5B,17,23,82,63,23,26,56,91,53,69,9,53
2,Student 46 5B,39,13,91,18,6,92,35,82,46,89,98,11
2,Student 47 5B,44,48,24,2,59,88,54,68,76,72,89,62
2,Student 48 5B,98,77,38,71,98,39,43,16,78,16,36,96
2,Student 49 5B,88,48,29,42,60,63,10,5,79,28,71,44
2,Student 50 5B,97,0,26,59,13,72,5,95,47,75,17,22
2,Student 1 6A,20,44,91,20,8,77,81,5,69,67,25,2
2,Student 2 6A,48,51,64,38,4,45,49,69,12,38,82,59
2,Student 3 6A,10,69,64,10,40,8,68,77,79,85,50,84
2,Student 4 6A,74,91,97,66,76,96,17,75,31,43,76,30
2,Student 5 6A,23,88,23,3,73,73,34,78,5,86,96,64
2,Student 6 6A,98,9,4,62,55,81,5,57,22,34,27,59
2,Student 7 6A,11,90,5,79,25,2,7,27,18,6,21,46
2,Student 8 6A,44,6,39,30,36,97,43,5,93,92,11,88
2,Student 9 6A,41,76,65,4,77,30,65,95,22,19,44,95
2,Student 10 6A,2,97,37,34,58,83,14,22,28,93,77,49
2,Student 11 6A,63,79,3,63,37,33,98,48,87,69,96,41
2,Student 12 6A,60,45,82,7,67,97,68,94,42,71,9,93
2,Student 13 6A,96,94,18,90,75,45,83,63,81,67,2,33
2,Student 14 6A,29,51,49,91,54,44,85,50,38,60,94,88
2,Student 15 6A,81,57,86,51,18,25,96,97,38,74,93,52
2,Student 16 6A,33,47,19,58,18,59,47,27,43,63,12,48
2,Student 17 6A,94,74,18,35,22,15,8,34,31,59,79,27
2,Student 18 6A,94,3,50,12,88,1,11,25,64,67,45,59
2,Student 19 6A,90,68,61,69,65,35,70,52,84,99,7,51
2,Student 20 6A,77,40,11,2,78,65,1,30,60,24,22,94
2,Student 21 6A,86,87,50,37,33,15,50,84,40,45,85,63
2,Student 22 6A,86,88,18,29,44,83,41,85,13,43,4,42
2,Student 23 6A,1,92,31,84,18,65,3,30,31,62,89,39
2,Student 24 6A,98,39,54,32,68,44,5,71,41,67,53,98
2,Student 25 6A,42,67,16,89,93,57,85,46,99,84,82,23
2,Student 26 6A,64,23,95,68,99,89,82,11,19,35,29,31
2,Student 27 6A,66,44,37,78,57,73,56,91,63,64,86,31
2,Student 28 6A,93,71,34,37,58,97,44,36,92,44,68,9
2,Student 29 6A,73,41,77,27,37,74,6,38,64,10,56,96
2,Student 30 6A,3,13,7,43,58,20,24,62,21,97,83,94
2,Student 31 6A,57,93,97,75,10,16,56,61,86,11,15,32
2,Student 32 6A,29,54,54,76,45,69,29,83,73,31,60,59
2,Student 33 6A,38,67,40,30,98,12,52,68,58,11,37,50
2,Student 34 6A,39,22,93,66,30,27,5,77,96,46,35,55
2,Student 35 6A,78,14,91,63,70,67,65,82,27,71,25,46
2,Student 36 6A,98,35,8,100,30,52,73,45,39,88,82,57
2,Student 37 6A,59,68,66,87,73,94,61,72,37,77,50,62
2,Student 38 6A,48,76,59,66,24,77,74,2,33,44,87,78
2,Student 39 6A,60,4,76,55,24,13,0,94,24,35,47,7
2,Student 40 6A,41,76,100,21,27,99,26,4,81,74,25,54
2,Student 41 6A,92,63,61,30,44,15,36,28,99,92,70,40
2,Student 42 6A,40,60,81,48,0,51,26,83,41,66,32,53
2,Student 43 6A,61,80,71,88,98,39,21,80,46,87,72,67
2,Student 44 6A,63,83,47,14,59,11,43,8,69,34,83,93
2,Student 45 6A,40,30,22,26,93,29,71,41,13,76,92,49
2,Student 46 6A,34,1,57,99,77,96,91,44,42,50,28,39
2,Student 47 6A,16,87,85,17,13,14,8,97,78,75,30,75
2,Student 48 6A,12,89,46,23,13,7,46,90,27,43,59,85
2,Student 49 6A,71,40,37,83,74,93,33,56,71,33,30,39
2,Student 50 6A,56,80,86,61,41,77,99,87,54,30,77,1
2,Student 1 6B,43,42,23,53,60,53,93,26,89,70,87,79
2,Student 2 6B,54,84,71,37,13,65,63,76,90,98,35,46
2,Student 3 6B,7,28,26,52,91,82,65,58,52,37,95,87
2,Student 4 6B,34,100,50,61,84,19,40,85,85,29,48,84
2,Student 5 6B,40,92,54,92,25,46,53,12,35,47,55,51
2,Student 6 6B,64,46,79,3,24,22,99,54,19,29,13,28
2,Student 7 6B,53,78,29,13,67,9,77,1,3,98,1,22
2,Student 8 6B,81,47,62,14,80,83,25,94,50,30,55,19
2,Student 9 6B,42,12,65,37,73,32,85,53,61,39,67,41
2,Student 10 6B,99,51,31,88,18,8,33,17,65,48,3,31
2,Student 11 6B,13,46,81,8,23,31,1,98,65,31,74,88
2,Student 12 6B,13,51,48,95,63,77,30,46,48,46,96,45
2,Student 13 6B,39,28,97,78,47,22,33,69,90,46,32,80
2,Student 14 6B,6,76,72,24,60,90,7,56,94,81,43,100
2,Student 15 6B,62,34,75,22,33,97,36,80,56,70,18,48
2,Student 16 6B,66,81,7,10,90,35,83,58,19,41,14,31
2,Student 17 6B,61,74,93,64,55,60,87,92,66,19,82,4
2,Student 18 6B,32,18,14,27,45,0,3,44,42,0,40,68
2,Student 19 6B,56,51,81,58,4,6,64,49,54,73,11,48
2,Student 20 6B,97,59,6,12,76,11,85,31,24,75,55,46
2,Student 21 6B,93,10,88,66,83,76,16,64,13,50,11,6
2,Student 22 6B,40,96,99,43,76,77,70,91,75,9,35,84
2,Student 23 6B,83,39,77,15,9,85,54,25,93,51,60,51
2,Student 24 6B,93,0,84,10,80,65,16,46,33,1,76,100
2,Student 25 6B,19,26,40,38,44,8,58,21,30,89,79,100
2,Student 26 6B,58,76,43,29,88,12,63,47,56,43,39,22
2,Student 27 6B,15,98,66,7,67,65,99,42,32,88,7,56
2,Student 28 6B,0,45,76,50,2,89,25,25,21,15,95,52
2,Student 29 6B,59,59,55,27,50,3,66,5,24,60,23,36
2,Student 30 6B,93,94,4,20,24,23,0,61,2,45,25,59
2,Student 31 6B,49,28,94,49,87,93,4,16,32,53,89,97
2,Student 32 6B,86,22,67,81,62,89,58,49,35,8,96,26
2,Student 33 6B,55,64,2,64,67,61,46,81,34,48,83,48
2,Student 34 6B,2,53,72,48,2,23,8,74,34,10,13,57
2,Student 35 6B,6,39,4,29,90,42,97,16,39,5,52,79
2,Student 36 6B,47,39,98,81,25,44,54,74,55,53,84,89
2,Student 37 6B,60,50,74,7,96,16,87,42,49,17,57,88
2,Student 38 6B,46,52,63,41,42,5,22,73,9,18,31,85
2,Student 39 6B,37,49,76,41,12,72,65,59,49,39,37,8
2,Student 40 6B,94,69,15,45,1,87,93,82,55,52,14,22
2,Student 41 6B,9,24,1,62,19,11,79,100,61,32,96,57
2,Student 42 6B,48,66,23,22,64,28,10,10,59,48,83,32
2,Student 43 6B,45,44,72,32,93,36,49,16,18,100,95,97
2,Student 44 6B,11,14,33,6,77,32,52,39,64,98,84,4
2,Student 45 6B,35,48,75,36,16,91,85,70,67,21,84,71
2,Student 46 6B,28,100,22,1,96,23,73,36,14,48,82,46
2,Student 47 6B,77,60,42,24,30,77,19,55,99,13,93,40
2,Student 48 6B,7,44,36,20,85,18,53,55,100,49,50,91
2,Student 49 6B,85,74,69,35,16,29,15,96,69,90,16,27
2,Student 50 6B,63,23,27,84,14,80,21,1,89,26,29,65
3,Student 1 1A,32,100,64,71,90,5,67,22,6,98,2,19
3,Student 2 1A,11,46,67,25,28,12,96,100,88,55,80,76
3,Student 3 1A,31,1,68,13,64,60,67,47,81,29,20,4
3,Student 4 1A,46,90,9,22,79,59,63,30,6,14,73,70
3,Student 5 1A,25,55,69,77,41,22,3,78,34,41,18,92
3,Student 6 1A,96,6,75,18,33,32,48,45,54,59,74,81
3,Student 7 1A,80,76,78,77,88,86,75,93,31,71,37,10
3,Student 8 1A,86,76,57,17,32,23,77,66,39,53,7,37
3,Student 9 1A,13,44,76,65,66,24,53,56,3,52,51,75
3,Student 10 1A,90,79,73,98,63,17,10,26,40,77,60,57
3,Student 11 1A,55,65,13,2,8,76,94,3,53,7,96,77
3,Student 12 1A,28,91,28,76,52,32,1,85,86,77,70,61
3,Student 13 1A,45,53,14,79,87,97,2,100,18,3,57,43
3,Student 14 1A,58,38,4,2,81,15,92,5,95,72,34,57
3,Student 15 1A,21,41,9,83,38,98,26,27,68,94,57,45
3,Student 16 1A,41,3,20,35,89,40,45,38,53,50,97,66
3,Student 17 1A,55,30,100,15,62,56,51,91,21,45,86,19
3,Student 18 1A,12,62,92,48,13,15,52,29,98,34,79,75
3,Student 19 1A,62,4,55,14,90,13,59,57,63,38,9,45
3,Student 20 1A,97,66,10,60,21,94,25,35,3,45,42,83
3,Student 21 1A,30,90,92,71,88,88,5,23,46,32,63,12
3,Student 22 1A,97,80,14,9,54,41,79,25,66,78,68,24
3,Student 23 1A,47,80,46,26,73,1,2,8,66,62,88,69
3,Student 24 1A,15,91,58,4,21,17,40,96,36,27,61,57
3,Student 25 1A,60,61,36,20,80,62,82,9,47,53,60,80
3,Student 26 1A,64,55,89,68,56,91,37,71,50,92,25,28
3,Student 27 1A,43,48,55,35,6,5,99,92,5,73,75,71
3,Student 28 1A,46,21,53,87,83,48,72,11,95,72,57,50
3,Student 29 1A,2,8,87,70,1,24,96,20,72,44,13,5
3,Student 30 1A,20,27,92,98,76,59,30,75,70,17,57,53
3,Student 31 1A,24,91,73,35,12,26,20,68,59,28,12,34
3,Student 32 1A,100,87,63,59,76,60,65,83,35,11,24,55
3,Student 33 1A,76,76,37,57,88,14,31,66,32,56,52,33
3,Student 34 1A,43,31,29,79,23,58,86,22,9,26,4,75
3,Student 35 1A,22,91,7,73,65,11,69,95,1,88,15,0
3,Student 36 1A,73,18,84,7,89,24,50,83,62,23,17,58
3,Student 37 1A,64,98,6,31,98,31,88,0,60,28,64,90
3,Student 38 1A,72,29,41,32,68,54,53,49,78,89,24,86
3,Student 39 1A,18,60,13,4,72,32,25,44,53,71,95,95
3,Student 40 1A,10,65,87,33,85,4,55,95,82,75,3,63
3,Student 41 1A,98,82,94,5,52,56,39,67,41,65,100,94
3,Student 42 1A,93,34,21,79,55,4,42,13,8,72,81,51
3,Student 43 1A,43,88,17,51,39,11,48,39,34,6,71,71
3,Student 44 1A,74,94,23,47,8,35,8,37,33,98,95,48
3,Student 45 1A,69,68,79,58,30,93,42,72,4,82,56,84
3,Student 46 1A,82,73,1,30,58,39,8,9,86,35,85,72
3,Student 47 1A,30,46,77,11,9,61,89,60,2,23,76,21
3,Student 48 1A,82,38,100,29,96,50,13,15,24,47,83,54
3,Student 49 1A,57,79,53,89,27,0,16,6,38,34,15,36
3,Student 50 1A,71,16,8,65,64,56,36,3,15,3,38,74
3,Student 1 1B,48,83,67,48,26,40,2,75,47,29,68,100
3,Student 2 1B,31,31,80,67,47,64,34,30,63,7,48,96
3,Student 3 1B,78,28,33,61,0,56,73,58,29,66,26,61
3,Student 4 1B,41,22,53,31,70,78,54,68,53,18,21,24
3,Student 5 1B,79,43,33,29,17,26,51,48,78,90,6,44
3,Student 6 1B,96,21,65,85,15,1,50,31,24,76,7,48
3,Student 7 1B,24,94,49,66,44,12,84,83,84,59,95,86
3,Student 8 1B,80,61,64,2,31,68,54,90,5,0,8,94
3,Student 9 1B,45,85,53,20,89,56,97,81,67,15,20,98
3,Student 10 1B,2,99,52,93,18,9,94,47,31,81,5,3
3,Student 11 1B,69,24,81,59,72,97,99,22,99,36,65,18
3,Student 12 1B,85,46,46,39,0,81,26,84,7,69,22,68
3,Student 13 1B,7,36,72,14,60,91,5,32,40,16,63,38
3,Student 14 1B,61,17,61,8,85,20,79,1,73,42,73,51
3,Student 15 1B,17,41,67,4,31,100,11,85,71,4,18,49
3,Student 16 1B,64,21,8,66,48,8,34,59,88,61,74,78
3,Student 17 1B,47,67,70,86,27,0,9,21,17,44,92,52
3,Student 18 1B,91,30,15,75,54,91,62,27,65,81,33,68
3,Student 19 1B,35,67,46,2,46,97,14,46,4,4,58,83
3,Student 20 1B,45,51,80,87,37,52,56,94,92,43,81,22
3,Student 21 1B,44,30,12,62,56,16,5,11,75,53,87,80
3,Student 22 1B,29,80,16,80,91,39,2,60,91,47,74,49
3,Student 23 1B,30,26,99,43,46,61,19,45,17,40,63,77
3,Student 24 1B,87,10,18,24,98,1,96,90,44,24,45,54
3,Student 25 1B,11,89,64,61,27,18,22,83,73,75,86,67
3,Student 26 1B,94,17,84,30,62,23,20,42,83,7,61,70
3,Student 27 1B,85,77,79,9,85,97,88,5,100,61,88,38
3,Student 28 1B,0,26,87,48,77,84,23,31,89,41,80,92
3,Student 29 1B,48,10,70,87,38,73,95,24,6,58,5,33
3,Student 30 1B,80,26,24,83,50,67,70,55,57,99,74,68
